GeoType,GEOID,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,exp,expOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,president,presidentOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,citizens,citizensOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,priority,priorityOppose
CBSA,38260,"Pittsburg, KS",30440,66.57,19.964,49.258,37.089,50.782,29.448,58.417,9.586,56.869,43.141,66.038,26.59,66.403,25.739,60.637,28.039,56.636,34.586,38.939,53.328,50.608,49.389,37.214,62.5,75.306,23.173,66.8,30.673,58.223,41.301,60.171,38.446,61.859,36.59,75.398,22.454,37.691,61.564,56.978,41.988,72.408,27.342,65.273,12.809,43.67,32.766,52.901,26.482,48.219,21.689,51.166,19.691,59.251,14.553,29.832,70.24,29.977,69.208,45.782,30.992
CBSA,38300,"Pittsburgh, PA",1888038,69.996,16.424,56.689,30.472,57.907,23.97,64.251,7.147,61.715,38.23,70.499,20.922,69.787,21.307,65.153,24.1,62.662,29.411,42.786,49.646,57.501,42.499,42.071,57.684,76.01,22.837,74.271,23.453,65.344,34.605,67.492,30.996,64.289,34.983,78.006,20.213,29.919,69.284,49.641,50.698,76.017,23.684,70.534,10.561,52.219,26.1,59.633,22.563,55.301,18.187,57.327,16.955,63.811,11.541,35.047,64.516,33.693,65.633,52.482,27.56
CBSA,38340,"Pittsfield, MA",104781,75.788,13.954,61.789,25.413,64.646,20.584,72.751,6.508,69.782,30.179,76.041,19.027,75.537,18.211,71.131,21.168,68.088,26.972,47.317,46.737,61.932,38.068,48.64,51.43,81.646,17.248,76.678,21.823,70.13,29.648,70.573,28.529,68.532,30.809,81.623,17.2,25.324,74.362,45.836,53.832,80.823,19.181,73.406,10.213,56.876,22.475,64.804,19.508,58.048,14.811,59.208,15.087,67.834,10.202,40.123,59.848,38.916,60.68,60.298,21.288
CBSA,38380,"Plainview, TX",24619,65.133,19.578,48.869,36.984,41.643,29.473,53.288,9.387,58.67,41.379,62.923,25.83,62.505,26.301,60.981,25.562,59.507,29.737,44.657,45.051,52.516,47.48,38.946,60.709,68.472,30.952,63.11,34.863,54.324,45.034,57.508,41.63,56.761,42.443,69.67,29.201,37.252,61.948,62.379,36.598,71.1,29.384,61.412,16.227,43.259,37.146,51.29,30.395,50.437,22.499,53.95,20.5,58.276,17.373,26.882,73.195,25.996,73.317,49.108,31.646
CBSA,38420,"Platteville, WI",41060,65.908,20.516,50.857,36.196,51.291,26.868,59.062,8.285,57.808,42.248,66.103,24.07,65.665,24.459,63.641,25.743,59.267,32.635,39.552,52.849,52.716,47.282,40.236,59.632,76.064,22.445,69.739,28.159,59.525,40.509,60.862,38.807,61.045,36.975,76.264,22.53,33.658,65.796,54.001,44.009,73.631,26.218,67.046,11.118,47.937,30.015,53.276,26.296,50.731,20.472,51.081,17.84,61.237,12.842,33.154,66.678,34.004,65.599,46.293,33
CBSA,38460,"Plattsburgh, NY",66055,71.654,14.032,58.171,29.952,57.389,24.794,65.76,6.797,63.627,36.302,70.461,21.77,69.839,20.811,65.762,24.056,62.004,30.983,41.587,49.539,57.555,42.443,42.271,57.656,75.776,21.953,75.473,22.153,66.021,33.215,68.078,30.414,63.762,35.113,79.564,18.485,29.195,69.027,53.116,46.622,78.725,20.382,70.249,10.746,52.213,25.352,59.036,20.896,56.326,18.477,57.414,17.113,63.2,11.878,32.877,67.071,31.245,67.859,50.638,24.171
CBSA,38500,"Plymouth, IN",34682,65.218,20.359,47.241,37.008,49.141,28.352,57.817,9.019,54.925,45.248,64.711,24.967,63.292,26.12,60.853,27.005,57.762,33.686,38.925,51.929,51.545,48.449,37.38,62.326,74.2,24.802,67.13,30.872,56.006,44.011,59.948,40.001,59.763,39.28,75.163,23.006,34.257,65.348,56.759,43.034,70.042,30.145,66.631,13.079,45.029,33.271,54.313,25.685,49.87,20.619,51.012,18.39,61.164,14.128,29.416,70.526,30.814,68.768,47.163,31.679
CBSA,38540,"Pocatello, ID",63178,71.482,17.728,54.044,30.672,56.126,28.265,61.004,8.767,63.343,36.432,69.344,21.458,67.58,22.6,66.245,23.059,62.791,29.453,42.755,51.106,56.971,43.026,41.57,58.395,76.101,22.215,69.064,29.27,62.591,37.372,57.727,40.334,61.487,37.724,76.5,21.615,28.527,69.176,45.657,52.306,74.396,25.927,68.855,11.542,47.814,32.326,58.215,26.702,51.241,20.574,52.824,19.557,63.533,12.69,36.201,63.576,37.345,62.096,52.61,29.357
CBSA,38580,"Point Pleasant, WV-OH",44250,48.235,28.563,38.841,42.633,38.018,31.555,43.227,10.475,48.441,51.907,56.12,34.163,57.266,31.546,53.819,32.154,49.528,39.327,32.61,56.158,42.615,57.383,35.846,64.398,66.032,33.076,62.018,36.748,38.142,60.28,45.968,53.071,47.261,51.799,70.673,28.192,42.093,57.446,67.164,31.611,60.287,40.861,60.28,13.229,38.642,38.608,44.129,34.951,40.615,24.856,43.214,22.728,51.134,17.15,26.687,73.315,26.307,73.724,36.237,39.605
CBSA,38620,"Ponca City, OK",33309,56.222,26.608,44.871,38.083,41.577,30.643,47.393,10.469,53.556,46.516,59.948,31.988,60.605,30.223,57.987,30.83,54.361,37.485,37.557,53.88,46.777,53.22,37.915,61.902,67.717,31.118,62.665,36.306,51.052,48.527,51.905,46.825,54.018,44.312,71.515,26.119,39.398,59.353,62.95,35.672,63.872,36.783,59.191,14.113,38.773,40.157,46.453,34.576,44.826,22.685,48.137,22.576,54.802,16.746,28.419,71.53,29.662,70.062,41.652,35.87
CBSA,38700,"Pontiac, IL",28300,61.548,21.208,47.237,38.926,44.329,30.908,54.074,9.382,52.226,47.852,63.163,26.894,61.77,26.456,57.975,30.159,56.138,35.781,37.968,54.24,48.604,51.392,35.028,64.572,72.36,25.682,67.378,30.65,55.491,44.272,58.219,41.318,56.965,42.371,73.996,24.208,37.367,62.276,61.329,37.042,70.322,30.141,64.608,13.509,42.428,34.346,50.601,27.007,48.233,22.102,49.318,19.187,57.862,14.802,27.488,72.343,29.325,70.23,41.975,32.83
CBSA,38740,"Poplar Bluff, MO",32619,62.028,21.5,47.969,36.555,47.42,29.28,54.208,10.16,54.367,45.391,63.889,26.96,63.696,27.067,58.788,29.348,55.875,35.728,37.641,53.101,48.269,51.728,34.575,64.892,70.775,27.539,63.331,34.149,53.84,45.939,56.443,42.442,56.21,41.105,71.36,26.08,36.258,61.719,58.693,39.385,69.843,29.563,63.512,14.301,43.134,34.495,52.439,27.689,46.185,20.893,49.14,20.316,57.721,15.399,27.711,72.255,29.02,70.75,43.245,29.989
CBSA,38780,"Portales, NM",14307,68.407,18.432,51.415,32.76,50.507,27.881,58.237,8.611,60.998,38.974,66.394,23.848,64.227,25.757,63.682,24.701,61.788,29.741,45.894,47.04,54.777,45.216,41.12,58.482,72.657,25.764,65.779,32.264,59.034,41.022,56.406,42.238,58.377,41.497,72.929,25.379,34.85,64.164,52.771,45.565,72.188,28.524,65.625,13.071,44.957,32.844,54.414,28.65,49.794,22.737,53.589,19.144,62.068,13.574,34.598,65.108,33.697,65.877,49.563,32.865
CBSA,38820,"Port Angeles, WA",62413,74.297,14.814,56.435,29.511,60.832,25.057,65.685,8.042,65.667,34.168,74.015,20.121,73.752,20.299,69.627,22.436,64.911,29.29,45.08,48.527,60.997,39.003,46.295,53.247,79.046,19.579,70.876,26.868,66.765,33.06,65.754,32.94,64.671,34.496,78.146,19.887,28.627,70.322,43.648,54.282,77.865,22.056,70.509,11.103,52.306,27.847,61.38,23.335,50.385,22.974,56.407,18.927,65.895,12.103,41.086,58.608,39.474,59.707,54.99,24.756
CBSA,38840,"Port Clinton, OH",33009,64.292,20.555,47.817,39.095,47.584,31.364,57.875,9.334,53.934,46.181,63.722,28.159,63.598,27.747,58.896,30.392,55.218,36.835,36.405,55.715,49.647,50.35,35.778,63.983,74.783,24.172,68.596,29.392,55.782,42.37,59.608,39.762,60.365,39.062,75.373,23.442,37.962,62.622,60.184,39.826,70.193,29.749,64.819,12.397,42.216,34.018,53.404,26.423,50.135,19.683,51.032,19.195,57.387,14.381,28.735,71.159,29.131,70.011,41.616,34.142
CBSA,38860,"Portland-South Portland, ME",431492,74.983,12.373,59.532,30.231,63.304,20.824,70.44,7.233,66.926,33.21,74.343,18.952,73.729,18.164,70.689,20.159,66.417,27.137,43.069,50.744,58.786,41.216,47.085,52.971,80.581,18.262,76.045,22.609,70.283,29.273,68.556,30.618,67.319,32.402,81.579,17.245,25.673,74.286,46.655,53.74,80.617,19.049,72.982,9.935,55.486,23.037,64.314,19.536,59.856,14.797,59.364,15.306,67.061,10.309,39.222,60.819,39.49,60.047,57.199,21.721
CBSA,38900,"Portland-Vancouver-Hillsboro, OR-WA",1915071,77.377,13.316,62.796,25.456,67.64,21.089,71.718,7.004,71.523,28.375,78.087,16.407,76.822,16.651,75.651,17.108,69.494,25.003,50.616,44.482,65.663,34.338,51.76,48.097,80.063,18.121,74.797,23.04,70.683,29.211,70.357,28.515,68.195,30.594,78.864,19.369,22.87,76.965,35.041,63.934,80.462,19.033,73.853,9.957,57.356,24.072,65.717,20.004,55.045,19.745,59.997,16.634,69.432,10.405,45.871,54.138,43.109,56.239,61.867,20.367
CBSA,38920,"Port Lavaca, TX",16313,59.682,19.929,50.481,32.502,48.36,23.38,48.673,8.791,61.816,38.54,64.936,23.754,66.162,22.7,63.655,23.104,59.523,28.83,43.934,44.394,51.983,48.011,44.057,56.182,64.341,33.887,63.52,34.917,46.441,52.001,51.94,46.497,50.935,46.423,70.428,28.204,33.256,65.665,57.764,40.465,67.517,33.777,63.863,12.977,46,33.955,52.167,29.363,50.42,20.793,50.751,20.468,57.212,15.724,30.503,69.65,27.665,72.268,52.198,29.173
CBSA,38940,"Port St. Lucie, FL",383064,71.57,14.902,54.946,31.912,55.776,24.363,61.681,7.651,63.373,36.829,69.39,21.203,69.122,21.592,64.023,24.657,61.553,28.951,44.442,47.539,56.526,43.475,44.068,55.676,76.28,21.681,70.881,26.956,63.31,36.45,63.594,35.142,61.817,36.212,76.791,21.755,30.897,68.3,46.522,52.733,75.967,23.692,70.71,10.845,52.056,28.203,61.604,22.857,57.602,15.821,59.299,16.634,64.518,12.949,32.561,67.506,31.618,67.616,52.844,23.809
CBSA,39020,"Portsmouth, OH",59450,61.26,22.293,46.239,38.109,48.103,30.153,53.354,9.731,53.768,46.246,62.786,26.668,62.727,26.565,58.419,28.34,54.712,34.886,36.669,53.329,47.857,52.141,34,65.69,71.189,26.19,66.348,30.77,51.867,46.175,56.912,42.432,55.327,42.414,72.601,25.06,39.299,60.57,61.876,36.764,68.794,31.314,62.681,13.09,42.276,34.197,51.537,27.075,48.612,20.121,49.505,19.946,55.5,15.051,26.979,72.886,27.132,72.249,42.594,33.087
CBSA,39060,"Pottsville, PA",114468,59.659,22.292,46.401,37.855,50.517,28.541,56.854,8.452,56.224,43.914,64.408,26.127,63.329,27.45,60.778,28.715,56.499,35.336,37.69,52.741,48.917,51.083,34.436,65.237,71.976,27.24,68.693,28.797,54.812,44.985,60.931,37.982,57.066,42.267,73.211,25.178,35.577,63.304,58.527,40.606,71.279,28.682,66.695,12.126,45.432,31.722,53.963,25.226,51.658,22.013,52.216,20.115,58.472,14.623,27.104,72.991,28.427,70.957,44.812,30.269
CBSA,39140,"Prescott, AZ",190336,65.014,23.128,50.185,33.925,52.202,28.263,57.044,8.972,58.864,41.263,64.795,26.913,64.087,25.977,61.711,27.388,60.075,32.696,42.426,50.83,53.351,46.648,41.596,58.344,75.219,21.893,66.076,31.743,60.463,38.602,54.474,44.467,59.515,39.019,75.154,22.56,34.506,64.22,52.974,44.911,70.525,30.014,65.359,12.019,44.582,33.288,52.916,30.748,49.132,21.442,51.107,20.2,61.267,13.171,35.236,64.724,36.951,62.507,46.91,36.638
CBSA,39220,"Price, UT",14989,59.27,25.005,42.204,39.382,44.993,33.611,51.951,10.308,53.799,46.254,60.264,31.33,58.843,32.377,56.541,31.216,54.126,37.441,37.648,54.747,47.375,52.619,36.026,63.894,70.652,28.414,62.846,35.913,50.317,49.309,49.43,48.822,53.639,47.048,72.333,25.819,39.589,59.497,59.424,38.882,66.142,34.906,63.206,13.336,37.768,39.069,48.963,33.738,43.158,26.519,46.948,22.95,57.008,15.551,30.929,68.984,32.764,66.876,40.496,41.33
CBSA,39260,"Prineville, OR",18452,64.904,21.613,48.542,35.904,49.258,30.067,56.763,10.01,56.119,43.73,66.714,25.667,65.012,26.349,63.039,27.813,57.869,34.836,39.177,53.019,51.377,48.618,38.294,61.37,72.106,26.723,64.963,33.259,55.539,44.505,56.487,42.879,57.262,42.006,72.686,25.813,32.891,65.527,49.61,48.645,70.318,29.596,64.329,14.481,44.667,36.267,53.17,31.102,43.898,28.837,49.648,22.529,58.926,15.749,33.091,66.811,36.457,63.104,46.732,33.243
CBSA,39300,"Providence-Warwick, RI-MA",1294324,74.648,12.855,60.895,28.474,62.571,22.056,70.027,6.712,68.114,31.911,75.156,17.218,74.511,17.109,70.274,19.518,67.068,25.581,45.768,46.222,62.176,37.824,45.966,53.913,80.006,18.75,75.527,22.676,70.855,27.234,68.515,30.538,68.381,30.209,80.711,17.939,27.082,72.805,47.95,51.783,80.073,19.955,71.192,10.761,55.25,22.492,63.779,18.771,57.791,15.793,58.628,15.555,66.29,10.739,36.213,63.833,35.13,64.329,59.109,19.028
CBSA,39340,"Provo-Orem, UT",408335,64.778,23.251,50.22,34.987,55.189,28.494,56.374,9.607,56.552,43.576,64.712,31.516,62.577,33.929,60.774,32.126,57.596,39.199,39.82,56.365,52.576,47.423,38.637,60.858,75.817,22.969,63.705,34.716,58.748,41.104,52.328,45.959,52.731,48.697,73.354,24.497,33.625,65.23,51.888,46.063,69.147,31.214,67.182,12.669,41.512,40.153,50.296,34.602,47.319,23.46,51.291,21.073,61.504,13.318,37.536,62.345,40.368,59.592,42.558,37.981
CBSA,39380,"Pueblo, CO",128354,70.308,16.96,54.42,32.547,49.621,28.382,62.231,7.687,65.4,34.613,68.712,21.125,68.524,19.214,66.428,22.51,63.409,27.785,46.942,45.126,57.428,42.571,43.636,56.308,77.71,20.945,69.851,27.86,62.645,36.842,60.441,36.758,63.005,36.516,77.889,20.56,32.305,66.68,46.232,51.588,73.052,27.352,68.976,11.434,49.59,30.195,58.888,24.603,53.613,20.584,56.885,18.026,64.071,12.268,35.778,64.087,31.647,67.079,52.548,29.057
CBSA,39420,"Pullman, WA",41779,77.024,13.287,60.049,25.597,66.806,20.963,70.43,6.946,68.329,31.597,78.295,17.746,75.835,20.458,74.253,20.704,69.904,27.552,49.202,48.115,62.917,37.083,51.847,47.871,80.765,17.932,72.436,25.984,69.248,31.363,66.952,32.215,66.296,33.811,79.313,19.29,23.488,75.823,38.306,60.514,80.258,19.627,73.999,10.311,55.971,26.461,63.695,23.148,53.058,20.168,58.819,16.97,70.406,10.261,46.502,53.264,47.612,52.313,57.704,25.278
CBSA,39460,"Punta Gorda, FL",158852,66.923,19.198,51.522,33.599,51.311,28.384,58.269,8.579,56.463,43.841,66.375,25.65,64.734,26.556,62.743,26.744,58.4,33.822,40.039,53.37,54.07,45.929,40.146,59.601,73.685,23.941,69.567,28.264,61.484,38.356,59.441,39.709,61.668,36.585,74.369,23.981,34.372,64.75,51.368,48.026,73.072,26.691,68.383,12.655,49.02,33.65,57.396,27.966,53.71,18.576,55.882,18.576,63.062,14.491,30.445,69.703,32.723,66.755,49.731,29.47
CBSA,39500,"Quincy, IL-MO",58885,63.797,20.873,49.95,36.014,49.469,29.213,56.485,9.456,54.769,45.236,64.439,24.882,63.381,24.826,58.915,27.749,55.948,34.865,37.663,53.241,49.6,50.398,35.763,63.903,72.39,25.706,67.33,30.668,54.204,45.75,56.666,42.697,58.439,39.827,73.762,24.149,34.494,64.403,54.702,44.021,70.468,29.736,63.987,13.43,43.014,34.725,52.623,27.146,49.865,21.133,49.361,19.375,57.33,14.769,29.573,70.303,31.488,68.158,46.375,30.627
CBSA,39540,"Racine, WI",150012,67.465,16.343,51.688,35.648,51.97,26.521,62.375,7.875,61.11,38.893,69.58,19.362,67.867,19.828,66.331,21.602,60.897,28.861,41.759,48.355,54.058,45.941,41.066,58.752,76.903,21.876,70.954,27.104,61.753,37.932,64.618,34.499,63.702,35.46,77.834,21.096,32.878,66.231,53.698,45.439,76.423,23.254,67.094,10.758,48.051,28.494,56.101,22.794,53.382,18.535,54.132,16.76,61.75,12.351,31.941,67.927,29.61,69.507,49.001,26.583
CBSA,39580,"Raleigh, NC",1008617,75.136,12.246,58.934,28.071,60.493,21.521,65.4,6.66,68.079,31.677,72.765,19.38,70.373,20.463,70.616,19.778,65.878,25.872,48.016,44.234,58.276,41.725,49.859,50.108,77.636,21.152,72.758,25.278,68.806,31.037,68.598,29.579,65.612,34.116,76.277,22.383,30.458,69.604,46.754,53.618,81.22,18.564,70.078,11.717,53.324,26.087,63.166,20.423,59.926,17.171,62.178,15.387,66.78,12.146,38.179,61.56,33.62,65.495,56.902,20.293
CBSA,39660,"Rapid City, SD",113532,63.542,21.184,49.235,37,50.884,28.127,56.027,9.536,54.938,45.185,65.444,28.23,63.98,29.933,59.586,31.365,56.243,37.477,38.854,53.75,50.451,49.548,37.517,61.865,72.402,25.285,64.159,33.029,56.675,43.561,59.165,39.751,59.838,37.608,72.949,24.33,34.841,64.855,56.161,40.911,72.183,27.512,63.505,14.495,43.217,35.605,52.117,30.568,47.931,20.452,51.238,19.544,59.081,14.724,30.65,69.401,31.672,67.702,43.209,32.487
CBSA,39700,"Raymondville, TX",16414,74.522,11.99,60.18,29.383,49.915,22.335,63.915,6.659,71.372,28.622,71.957,16.675,71.305,16.839,70.598,16.267,69.051,19.843,54.569,35.433,62.861,37.133,47.466,52.077,75.752,23.005,70.769,26.38,68.728,30.066,70.245,28.22,66.492,32.253,75.442,23.047,32.29,67.059,54.563,43.895,80.48,19.684,69.544,13.062,54.527,25.813,62.587,20.129,60.4,16.498,64.116,16.047,66.912,13.172,31.242,68.764,24.912,73.845,62.069,20.135
CBSA,39740,"Reading, PA",323987,68.099,16.264,56.899,30.457,56.377,25.361,63.107,6.83,62.06,38.18,68.804,20.681,67.453,20.75,65.095,23.009,62.404,29.641,42.669,48.354,56.607,43.393,40.701,59.022,74.458,24.594,72.302,25.51,64.319,35.428,65.377,33.635,61.659,37.881,77.448,20.95,29.851,69.256,51.793,47.382,77.279,22.593,72.097,10.297,51.812,26.191,58.526,25.138,56.361,18.013,58.303,17.203,64.185,11.527,34.662,65.27,30.783,68.519,52.938,24.908
CBSA,39780,"Red Bluff, CA",48651,65.713,19.673,49.61,34.131,49.349,28.326,57.894,9.139,60.161,39.676,68.056,23.268,67.289,23.718,63.766,25.223,60.163,31.971,42.19,48.357,53.604,46.396,40.98,58.846,72.459,25.93,65.98,31.997,57.224,42.275,59.189,40.201,59.431,38.976,73.918,24.041,33.588,64.841,48.963,49.826,71.409,28.746,65.77,13.899,46.969,34.421,54.975,29.636,46.98,27.812,51.588,21.539,60.371,15.243,33.516,66.391,34.289,65.004,50.281,28.891
CBSA,39820,"Redding, CA",140533,66.482,19.707,50.148,33.996,50.381,29.752,56.797,9.555,58.126,41.787,69.204,22.681,67.936,23.986,63.126,27.091,59.602,33.51,39.801,52.203,54.892,45.109,41.302,58.715,74.847,23.895,66.952,31.297,57.234,42.369,57.827,41.77,60.226,38.661,75.477,22.775,34.035,64.788,48.654,50.738,71.824,28.58,67.092,13.402,45.81,33.29,54.224,27.958,44.172,28.641,50.528,21.633,60.7,15.03,34.321,65.597,35.939,63.398,45.878,30.548
CBSA,39860,"Red Wing, MN",35884,65.784,18.54,49.707,35.498,52.16,27.834,59.695,9.082,57.903,42.033,68.103,25.599,67.406,25.778,63.209,27.157,57.368,34.929,38.889,54.392,50.936,49.061,39.126,60.322,75.925,22.637,67.874,29.813,59.308,40.545,59.943,38.976,63.048,35.099,75.137,23.228,34.012,64.873,54.459,43.76,71.544,27.33,65.779,11.718,44.794,31.373,53.631,25.56,47.796,19.956,51.937,18.928,60.236,13.374,31.226,68.749,31.613,67.693,43.953,30.671
CBSA,39900,"Reno, NV",360484,75.756,13.146,58.976,27.465,60.606,25.091,65.199,7.466,68.075,31.394,71.558,19.101,70.77,17.542,69.047,18.787,65.181,25.533,47.264,44.954,61.025,38.974,47.244,52.932,79.396,18.266,72.487,25.54,68.111,30.935,62.466,34.952,64.014,36.043,78.8,19.151,29.817,69.76,44.121,54.802,78.778,21.455,72.65,10.184,52.198,29.425,63.417,24.71,55.748,18.966,58.088,17.564,66.057,11.128,38.182,61.735,36.498,62.612,56.675,24.625
CBSA,39940,"Rexburg, ID",38010,62.507,23.712,46.34,35.693,49.232,31.9,54.717,10.274,54.388,45.441,64.159,28.327,61.513,31.205,60.834,30.51,58.119,36.611,39.234,55.964,49.177,50.821,37.856,62.086,71.621,27.353,62.768,36.098,54.365,46.385,49.726,49.319,55.483,44.28,71.063,27.332,32.494,64.933,52.549,45.17,68.129,32.402,63.328,13.875,39.774,39.955,49.305,34.991,44.031,24.804,47.198,22.184,59.187,14.97,34.433,65.341,39.434,60.763,41.75,40.789
CBSA,39980,"Richmond, IN",51664,63.814,20.204,49.797,36.778,47.927,28.823,57.92,8.805,55.52,44.664,63.783,25.335,62.467,25.952,60.441,27.251,57.034,34.159,38.909,52.483,51.237,48.761,37.214,62.452,75.159,23.601,68.773,29.088,57.644,42.02,60.067,39.728,59.972,39.066,75.395,22.664,34.523,64.745,59.15,40.225,71.272,28.925,66.11,12.92,45.732,31.428,54.254,25.525,50.879,20.031,51.847,18.204,59.877,14.052,28.728,71.257,29.582,69.834,45.163,32.86
CBSA,40060,"Richmond, VA",1011726,72.295,13.558,56.209,31.11,57.522,22.809,66.042,6.883,65.642,34.109,73.443,17.537,72.073,17.63,68.583,20.812,63.892,27.304,47.158,42.991,60.533,39.467,47.508,52.1,78.795,19.037,72.761,24.949,65.616,34.262,67.178,31.027,65.196,33.787,78.165,20.131,30.735,68.657,49.057,49.345,79.198,20.406,71.057,11.078,54.563,25.993,63.076,21.495,59.333,16.867,61.444,15.312,65.599,12.414,35.367,64.519,30.2,68.86,57.347,21.744
CBSA,40080,"Richmond-Berea, KY",84959,62.846,21.248,49.485,34.385,49.671,28.38,54.3,9.436,56.706,43.221,63.262,27.492,63.422,27.088,60.047,28.151,58.374,34.28,39.939,52.416,51.659,48.339,38.173,61.427,72.511,25.378,67.39,30.729,56.885,42.752,57.658,40.789,57.742,41.808,74.04,24.233,34.254,64.757,57.74,41.374,71.569,28.526,64.664,13.476,45.631,35.039,55.443,29.163,51.43,20.11,52.402,19.152,59.078,14.934,29.409,70.588,32.678,66.704,44.758,32.432
CBSA,40100,"Rio Grande City, TX",42935,77.878,9.226,63.223,24.989,55.046,17.648,67.083,5.648,76.178,23.778,77.03,12.538,75.759,13.732,75.763,12.803,74.732,16.036,61.139,30.809,69.09,30.905,53.672,45.862,76.339,22.434,72.279,24.938,71.888,27.642,72.535,26.282,67.993,30.5,75.328,23.265,27.549,71.755,49.149,49.151,83.743,16.462,73.185,11.459,60.473,21.975,67.956,16.86,63.547,13.746,67.013,13.961,71.776,10.998,36.169,63.834,29.4,69.649,66.591,16.912
CBSA,40140,"Riverside-San Bernardino-Ontario, CA",3374749,75.336,11.542,59.735,28.831,57.047,21.074,66.452,6.774,71.018,28.625,74.622,15.837,74.765,15.173,72.265,16.418,68.091,23.183,52.253,38.078,63.534,36.467,50.501,49.154,77.75,20.067,73.694,23.727,64.421,35.479,69.786,29.048,66.468,31.404,78.778,19.027,28.385,69.477,43.246,54.373,79.634,20.174,71.53,11.062,57.497,24.179,63.469,21.081,56.634,20.928,61.581,16.788,66.143,11.659,38.494,61.484,33.336,65.182,61.803,19.315
CBSA,40180,"Riverton, WY",29755,67.29,19.422,50.22,33.641,53.208,28.496,58.158,8.936,59.661,40.403,66.738,23.683,64.154,24.762,62.806,25.061,60.067,31.948,42.786,50.701,54.193,45.801,40.665,59.029,74.646,24.137,66.567,31.917,58.296,41.744,56.545,42.067,58.491,41.724,73.325,25.481,33.114,65.965,51.558,47.579,71.981,28.489,66.228,12.058,43.569,34.075,53.087,28.983,47.911,21.791,51.08,19.842,61.082,13.097,35.57,64.251,36.38,63.203,48.227,33.241
CBSA,40220,"Roanoke, VA",249245,68.971,16.552,52.023,32.82,53.406,26.633,61.255,8.139,60.809,39.114,68.97,20.944,67.859,20.747,63.696,23.173,60.015,28.842,41.734,47.493,55.725,44.275,41.562,58.025,76.469,21.339,70.058,27.812,61.913,37.758,61.573,36.831,61.386,37.676,76.95,21.32,32.485,66.742,50.233,49.62,75.186,24.552,67.187,12.698,49.079,31.502,58.164,25.658,54.868,19.985,56.601,17.992,61.504,14.297,32.517,67.355,31.059,68.2,51.045,25.888
CBSA,40260,"Roanoke Rapids, NC",56591,70.85,10.447,51.802,33.829,50.747,20.648,62.538,6.043,65.781,34.249,68.953,16.451,66.765,16.609,66.422,16.527,64.001,21.131,48.843,36.267,61.997,38.001,48.653,51.019,77.254,21.199,71.971,25.391,65.335,33.191,68.668,29.015,64.528,34.069,76.991,21.143,34.189,65.54,55.857,43.113,81.225,18.422,69.741,11.057,55.44,21.883,62.69,18.165,60.101,15.981,63.606,13.933,64.203,12.345,29.676,70.206,22.039,76.767,57.924,18.487
CBSA,40300,"Rochelle, IL",39466,67.382,19.318,51.16,35.803,48.409,29.286,59.246,8.861,56.545,43.503,66.518,25.06,66.166,24.406,61.529,27.277,59.312,32.684,39.677,53.487,51.647,48.35,37.85,61.904,76.038,22.569,69.323,28.685,58.544,41.094,61.377,37.896,60.561,38.6,76.06,22.201,35.623,64.298,57.751,40.822,71.135,29.296,67.286,12.867,44.986,32.154,54.789,27.018,50.608,20.998,51.629,18.461,61.582,13.728,30.013,69.835,31.151,68.307,46.042,29.643
CBSA,40340,"Rochester, MN",164658,71.716,15.827,54.168,32.504,59.125,23.91,62.725,7.905,62.67,37.38,72.212,23.745,71.386,23.573,67.679,25.462,61.37,33.565,42.917,52.587,55.661,44.338,44.333,55.155,77.436,20.884,70.17,27.504,66.573,33.37,64.036,34.937,65.671,32.382,77.428,20.865,28.862,70.202,49.854,47.555,76.731,23.107,70.4,10.31,49.94,26.44,57.617,23.68,52.447,17.038,55.765,16.535,65.677,11.23,36.703,62.995,36.353,63.255,47.764,27.093
